,disease_type,sample_type,experimental_strategy,tissue_source_site_label,platform,data_submitting_center_label,portion_is_ffpe
9688,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,University of Sao Paulo,Illumina HiSeq,University of North Carolina,NO
9689,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western,Illumina HiSeq,University of North Carolina,NO
9690,Brain Lower Grade Glioma,Blood Derived Normal,WGS,MSKCC,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
9691,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9692,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Dept of Neurosurgery at University of Heidelberg,Illumina HiSeq,University of North Carolina,NO
9693,Brain Lower Grade Glioma,Primary Tumor,WGS,Case Western,Illumina HiSeq,Harvard Medical School,NO
9694,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9695,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9696,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Fondazione-Besta,Illumina HiSeq,University of North Carolina,NO
9697,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9698,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,University of Florida,Illumina HiSeq,University of North Carolina,NO
9699,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9700,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9701,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9702,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,University of Sao Paulo,Illumina HiSeq,University of North Carolina,NO
9703,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9704,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,The University of New South Wales,Illumina HiSeq,University of North Carolina,NO
9705,Brain Lower Grade Glioma,Primary Tumor,WGS,Case Western,Illumina HiSeq,Harvard Medical School,NO
9706,Brain Lower Grade Glioma,Recurrent Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9707,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9708,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western,Illumina HiSeq,University of North Carolina,NO
9709,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9710,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Asterand,Illumina HiSeq,University of North Carolina,NO
9711,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Mayo Clinic - Rochester,Illumina HiSeq,University of North Carolina,NO
9712,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Dept of Neurosurgery at University of Heidelberg,Illumina HiSeq,University of North Carolina,NO
9713,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9714,Brain Lower Grade Glioma,Blood Derived Normal,WGS,University of Florida,Illumina HiSeq,Harvard Medical School,NO
9715,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,The University of New South Wales,Illumina HiSeq,University of North Carolina,NO
9716,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,MSKCC,Illumina HiSeq,University of North Carolina,NO
9717,Brain Lower Grade Glioma,Recurrent Tumor,RNA-Seq,Case Western,Illumina HiSeq,University of North Carolina,NO
9718,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9719,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9720,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9721,Brain Lower Grade Glioma,Primary Tumor,WGS,Case Western - St Joes,Illumina HiSeq,Harvard Medical School,NO
9722,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,University of California San Francisco,Illumina HiSeq,University of North Carolina,NO
9723,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Dept of Neurosurgery at University of Heidelberg,Illumina HiSeq,University of North Carolina,NO
9724,Brain Lower Grade Glioma,Blood Derived Normal,WGS,Mayo Clinic - Rochester,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
9725,Brain Lower Grade Glioma,Primary Tumor,WGS,Mayo Clinic - Rochester,Illumina HiSeq,Harvard Medical School,NO
9726,Brain Lower Grade Glioma,Primary Tumor,WGS,Case Western,Illumina HiSeq,Harvard Medical School,NO
9727,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9728,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9729,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9730,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9731,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,MSKCC,Illumina HiSeq,University of North Carolina,NO
9732,Brain Lower Grade Glioma,Blood Derived Normal,WGS,Thomas Jefferson University,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
9733,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Mayo Clinic - Rochester,Illumina HiSeq,University of North Carolina,NO
9734,Brain Lower Grade Glioma,Blood Derived Normal,WGS,Case Western,Illumina HiSeq,Harvard Medical School,NO
9735,Brain Lower Grade Glioma,Primary Tumor,WGS,The University of New South Wales,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
9736,Brain Lower Grade Glioma,Blood Derived Normal,WGS,Henry Ford Hospital,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
9737,Brain Lower Grade Glioma,Primary Tumor,WGS,Mayo Clinic - Rochester,Illumina HiSeq,Harvard Medical School,NO
9738,Brain Lower Grade Glioma,Blood Derived Normal,WGS,University of Sao Paulo,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
9739,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9740,Brain Lower Grade Glioma,Blood Derived Normal,WGS,The University of New South Wales,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
9741,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Duke,Illumina HiSeq,University of North Carolina,NO
9742,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Dept of Neurosurgery at University of Heidelberg,Illumina HiSeq,University of North Carolina,NO
9743,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,University of California San Francisco,Illumina HiSeq,University of North Carolina,NO
9744,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western,Illumina HiSeq,University of North Carolina,NO
9745,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,MSKCC,Illumina HiSeq,University of North Carolina,NO
9746,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9747,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9748,Brain Lower Grade Glioma,Primary Tumor,WGS,Henry Ford Hospital,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
9749,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Mayo Clinic - Rochester,Illumina HiSeq,University of North Carolina,NO
9750,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,University of Sao Paulo,Illumina HiSeq,University of North Carolina,NO
9751,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Cureline,Illumina HiSeq,University of North Carolina,NO
9752,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Thomas Jefferson University,Illumina HiSeq,University of North Carolina,NO
9753,Brain Lower Grade Glioma,Blood Derived Normal,WGS,Henry Ford Hospital,Illumina HiSeq,Harvard Medical School,NO
9754,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,The University of New South Wales,Illumina HiSeq,University of North Carolina,NO
9755,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9756,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9757,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Johns Hopkins,Illumina HiSeq,University of North Carolina,NO
9758,Brain Lower Grade Glioma,Blood Derived Normal,WGS,Henry Ford Hospital,Illumina HiSeq,Harvard Medical School,NO
9759,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9760,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9761,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9762,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9763,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Dept of Neurosurgery at University of Heidelberg,Illumina HiSeq,University of North Carolina,NO
9764,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Cureline,Illumina HiSeq,University of North Carolina,NO
9765,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9766,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9767,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9768,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Huntsman Cancer Institute,Illumina HiSeq,University of North Carolina,NO
9769,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9770,Brain Lower Grade Glioma,Primary Tumor,WGS,University of Sao Paulo,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
9771,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western,Illumina HiSeq,University of North Carolina,NO
9772,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western,Illumina HiSeq,University of North Carolina,NO
9773,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9774,Brain Lower Grade Glioma,Blood Derived Normal,WGS,Thomas Jefferson University,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
9775,Brain Lower Grade Glioma,Recurrent Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9776,Brain Lower Grade Glioma,Blood Derived Normal,WGS,Duke,Illumina HiSeq,Harvard Medical School,NO
9777,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Dept of Neurosurgery at University of Heidelberg,Illumina HiSeq,University of North Carolina,NO
9778,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Mayo Clinic - Rochester,Illumina HiSeq,University of North Carolina,NO
9779,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Huntsman Cancer Institute,Illumina HiSeq,University of North Carolina,NO
9780,Brain Lower Grade Glioma,Blood Derived Normal,WGS,Henry Ford Hospital,Illumina HiSeq,Harvard Medical School,NO
9781,Brain Lower Grade Glioma,Blood Derived Normal,WGS,International Genomics Consortium,Illumina HiSeq,Harvard Medical School,NO
9782,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western,Illumina HiSeq,University of North Carolina,NO
9783,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Fondazione-Besta,Illumina HiSeq,University of North Carolina,NO
9784,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Huntsman Cancer Institute,Illumina HiSeq,University of North Carolina,NO
9785,Brain Lower Grade Glioma,Blood Derived Normal,WGS,Henry Ford Hospital,Illumina HiSeq,Harvard Medical School,NO
9786,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,University of Sao Paulo,Illumina HiSeq,University of North Carolina,NO
9787,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9788,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Asterand,Illumina HiSeq,University of North Carolina,NO
9789,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9790,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Mayo Clinic - Rochester,Illumina HiSeq,University of North Carolina,NO
9791,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9792,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9793,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Mayo Clinic - Rochester,Illumina HiSeq,University of North Carolina,NO
9794,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9795,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9796,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Fondazione-Besta,Illumina HiSeq,University of North Carolina,NO
9797,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western,Illumina HiSeq,University of North Carolina,NO
9798,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9799,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9800,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Thomas Jefferson University,Illumina HiSeq,University of North Carolina,NO
9801,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9802,Brain Lower Grade Glioma,Blood Derived Normal,WGS,Thomas Jefferson University,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
9803,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Fondazione-Besta,Illumina HiSeq,University of North Carolina,NO
9804,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,University of California San Francisco,Illumina HiSeq,University of North Carolina,NO
9805,Brain Lower Grade Glioma,Primary Tumor,WGS,Case Western,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
9806,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9807,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,The University of New South Wales,Illumina HiSeq,University of North Carolina,NO
9808,Brain Lower Grade Glioma,Primary Tumor,WGS,Henry Ford Hospital,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
9809,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9810,Brain Lower Grade Glioma,Blood Derived Normal,WGS,Case Western,Illumina HiSeq,Harvard Medical School,NO
9811,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9812,Brain Lower Grade Glioma,Blood Derived Normal,WGS,Thomas Jefferson University,Illumina HiSeq,Harvard Medical School,NO
9813,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Cureline,Illumina HiSeq,University of North Carolina,NO
9814,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Fondazione-Besta,Illumina HiSeq,University of North Carolina,NO
9815,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9816,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9817,Brain Lower Grade Glioma,Primary Tumor,WGS,Thomas Jefferson University,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
9818,Brain Lower Grade Glioma,Primary Tumor,WGS,Henry Ford Hospital,Illumina HiSeq,Harvard Medical School,NO
9819,Brain Lower Grade Glioma,Primary Tumor,WGS,Henry Ford Hospital,Illumina HiSeq,Harvard Medical School,NO
9820,Brain Lower Grade Glioma,Blood Derived Normal,WGS,MSKCC,Illumina HiSeq,Harvard Medical School,NO
9821,Brain Lower Grade Glioma,Blood Derived Normal,WGS,Henry Ford Hospital,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
9822,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9823,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Johns Hopkins,Illumina HiSeq,University of North Carolina,NO
9824,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western,Illumina HiSeq,University of North Carolina,NO
9825,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,University of Florida,Illumina HiSeq,University of North Carolina,NO
9826,Brain Lower Grade Glioma,Blood Derived Normal,WGS,Duke,Illumina HiSeq,Harvard Medical School,NO
9827,Brain Lower Grade Glioma,Primary Tumor,WGS,Case Western - St Joes,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
9828,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9829,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9830,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9831,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9832,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9833,Brain Lower Grade Glioma,Recurrent Tumor,WGS,University of Sao Paulo,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
9834,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9835,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Dept of Neurosurgery at University of Heidelberg,Illumina HiSeq,University of North Carolina,NO
9836,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Cureline,Illumina HiSeq,University of North Carolina,NO
9837,Brain Lower Grade Glioma,Blood Derived Normal,WGS,Case Western,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
9838,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9839,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Dept of Neurosurgery at University of Heidelberg,Illumina HiSeq,University of North Carolina,NO
9840,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Fondazione-Besta,Illumina HiSeq,University of North Carolina,NO
9841,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,The University of New South Wales,Illumina HiSeq,University of North Carolina,NO
9842,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western,Illumina HiSeq,University of North Carolina,NO
9843,Brain Lower Grade Glioma,Primary Tumor,WGS,University of Sao Paulo,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
9844,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,MSKCC,Illumina HiSeq,University of North Carolina,NO
9845,Brain Lower Grade Glioma,Recurrent Tumor,RNA-Seq,University of Sao Paulo,Illumina HiSeq,University of North Carolina,NO
9846,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9847,Brain Lower Grade Glioma,Primary Tumor,WGS,Case Western,Illumina HiSeq,Harvard Medical School,NO
9848,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Thomas Jefferson University,Illumina HiSeq,University of North Carolina,NO
9849,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western,Illumina HiSeq,University of North Carolina,NO
9850,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Dept of Neurosurgery at University of Heidelberg,Illumina HiSeq,University of North Carolina,NO
9851,Brain Lower Grade Glioma,Blood Derived Normal,WGS,Henry Ford Hospital,Illumina HiSeq,Harvard Medical School,NO
9852,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Duke,Illumina HiSeq,University of North Carolina,NO
9853,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Dept of Neurosurgery at University of Heidelberg,Illumina HiSeq,University of North Carolina,NO
9854,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9855,Brain Lower Grade Glioma,Blood Derived Normal,WGS,Case Western - St Joes,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
9856,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9857,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Mayo Clinic - Rochester,Illumina HiSeq,University of North Carolina,NO
9858,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,University of Florida,Illumina HiSeq,University of North Carolina,NO
9859,Brain Lower Grade Glioma,Blood Derived Normal,WGS,Case Western,Illumina HiSeq,Harvard Medical School,NO
9860,Brain Lower Grade Glioma,Recurrent Tumor,RNA-Seq,University of Sao Paulo,Illumina HiSeq,University of North Carolina,NO
9861,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,University of Florida,Illumina HiSeq,University of North Carolina,NO
9862,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Dept of Neurosurgery at University of Heidelberg,Illumina HiSeq,University of North Carolina,NO
9863,Brain Lower Grade Glioma,Primary Tumor,WGS,Henry Ford Hospital,Illumina HiSeq,Harvard Medical School,NO
9864,Brain Lower Grade Glioma,Blood Derived Normal,WGS,Henry Ford Hospital,Illumina HiSeq,Harvard Medical School,NO
9865,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Dept of Neurosurgery at University of Heidelberg,Illumina HiSeq,University of North Carolina,NO
9866,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Cureline,Illumina HiSeq,University of North Carolina,NO
9867,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9868,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9869,Brain Lower Grade Glioma,Blood Derived Normal,WGS,Mayo Clinic - Rochester,Illumina HiSeq,Harvard Medical School,NO
9870,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9871,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Dept of Neurosurgery at University of Heidelberg,Illumina HiSeq,University of North Carolina,NO
9872,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9873,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9874,Brain Lower Grade Glioma,Recurrent Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9875,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Fondazione-Besta,Illumina HiSeq,University of North Carolina,NO
9876,Brain Lower Grade Glioma,Blood Derived Normal,WGS,University of Sao Paulo,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
9877,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Fondazione-Besta,Illumina HiSeq,University of North Carolina,NO
9878,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9879,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Mayo Clinic - Rochester,Illumina HiSeq,University of North Carolina,NO
9880,Brain Lower Grade Glioma,Blood Derived Normal,WGS,MSKCC,Illumina HiSeq,Harvard Medical School,NO
9881,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Mayo Clinic - Rochester,Illumina HiSeq,University of North Carolina,NO
9882,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Mayo Clinic - Rochester,Illumina HiSeq,University of North Carolina,NO
9883,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Duke,Illumina HiSeq,University of North Carolina,NO
9884,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Thomas Jefferson University,Illumina HiSeq,University of North Carolina,NO
9885,Brain Lower Grade Glioma,Primary Tumor,WGS,Case Western - St Joes,Illumina HiSeq,Harvard Medical School,NO
9886,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Johns Hopkins,Illumina HiSeq,University of North Carolina,NO
9887,Brain Lower Grade Glioma,Blood Derived Normal,WGS,Henry Ford Hospital,Illumina HiSeq,Harvard Medical School,NO
9888,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Fondazione-Besta,Illumina HiSeq,University of North Carolina,NO
9889,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9890,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Duke,Illumina HiSeq,University of North Carolina,NO
9891,Brain Lower Grade Glioma,Primary Tumor,WGS,Duke,Illumina HiSeq,Harvard Medical School,NO
9892,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9893,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western - St Joes,Illumina HiSeq,University of North Carolina,NO
9894,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Duke,Illumina HiSeq,University of North Carolina,NO
9895,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,University of Sao Paulo,Illumina HiSeq,University of North Carolina,NO
9896,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9897,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,University of Florida,Illumina HiSeq,University of North Carolina,NO
9898,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,MSKCC,Illumina HiSeq,University of North Carolina,NO
9899,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Henry Ford Hospital,Illumina HiSeq,University of North Carolina,NO
9900,Brain Lower Grade Glioma,Primary Tumor,WGS,Henry Ford Hospital,Illumina HiSeq,Harvard Medical School,NO
9901,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western,Illumina HiSeq,University of North Carolina,NO
9902,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Case Western,Illumina HiSeq,University of North Carolina,NO
9903,Brain Lower Grade Glioma,Primary Tumor,RNA-Seq,Cureline,Illumina HiSeq,University of North Carolina,NO
